index,campaign,pdays,pdays_d,previous,poutcome,y
37798,6,-1,-1,0,unknown,no
37799,2,-1,-1,0,unknown,no
37800,1,-1,-1,0,unknown,no
37801,2,-1,-1,0,unknown,no
37802,2,-1,-1,0,unknown,no
37803,1,-1,-1,0,unknown,yes
37804,11,-1,-1,0,unknown,no
37805,1,-1,-1,0,unknown,yes
37806,1,-1,-1,0,unknown,no
37807,12,-1,-1,0,unknown,no
37808,4,-1,-1,0,unknown,no
37809,1,-1,-1,0,unknown,no
37810,1,-1,-1,0,unknown,no
37811,1,-1,-1,0,unknown,no
37812,3,-1,-1,0,unknown,no
37813,1,-1,-1,0,unknown,no
37814,1,-1,-1,0,unknown,no
37815,9,-1,-1,0,unknown,no
37816,2,-1,-1,0,unknown,no
37817,3,-1,-1,0,unknown,no
37818,1,-1,-1,0,unknown,no
37819,1,-1,-1,0,unknown,no
37820,7,-1,-1,0,unknown,no
37821,3,-1,-1,0,unknown,no
37822,3,-1,-1,0,unknown,no
37823,2,-1,-1,0,unknown,no
37824,11,-1,-1,0,unknown,no
37825,2,-1,-1,0,unknown,no
37826,3,-1,-1,0,unknown,no
37827,1,-1,-1,0,unknown,no
37828,2,-1,-1,0,unknown,no
37829,2,-1,-1,0,unknown,no
37830,1,-1,-1,0,unknown,no
37831,2,-1,-1,0,unknown,no
37832,4,-1,-1,0,unknown,yes
37833,1,-1,-1,0,unknown,no
37834,1,-1,-1,0,unknown,no
37835,2,-1,-1,0,unknown,no
37836,1,-1,-1,0,unknown,no
37837,1,-1,-1,0,unknown,no
37838,1,-1,-1,0,unknown,no
37839,1,-1,-1,0,unknown,no
37840,1,-1,-1,0,unknown,no
37841,7,-1,-1,0,unknown,no
37842,1,-1,-1,0,unknown,no
37843,1,-1,-1,0,unknown,no
37844,2,-1,-1,0,unknown,no
37845,1,-1,-1,0,unknown,no
37846,1,-1,-1,0,unknown,no
37847,2,-1,-1,0,unknown,no
37848,1,-1,-1,0,unknown,no
37849,1,-1,-1,0,unknown,no
37850,1,-1,-1,0,unknown,no
37851,1,-1,-1,0,unknown,no
37852,2,-1,-1,0,unknown,no
37853,1,-1,-1,0,unknown,no
37854,1,-1,-1,0,unknown,no
37855,1,-1,-1,0,unknown,no
37856,1,-1,-1,0,unknown,no
37857,1,-1,-1,0,unknown,no
37858,1,-1,-1,0,unknown,no
37859,1,-1,-1,0,unknown,no
37860,1,-1,-1,0,unknown,no
37861,1,-1,-1,0,unknown,no
37862,1,-1,-1,0,unknown,no
37863,3,-1,-1,0,unknown,no
37864,1,-1,-1,0,unknown,no
37865,1,-1,-1,0,unknown,no
37866,1,-1,-1,0,unknown,no
37867,1,-1,-1,0,unknown,no
37868,1,-1,-1,0,unknown,no
37869,3,-1,-1,0,unknown,no
37870,1,-1,-1,0,unknown,no
37871,1,-1,-1,0,unknown,no
37872,1,-1,-1,0,unknown,no
37873,1,-1,-1,0,unknown,no
37874,1,-1,-1,0,unknown,no
37875,1,-1,-1,0,unknown,yes
37876,1,-1,-1,0,unknown,no
37877,3,-1,-1,0,unknown,no
37878,1,-1,-1,0,unknown,no
37879,1,-1,-1,0,unknown,no
37880,1,-1,-1,0,unknown,no
37881,3,-1,-1,0,unknown,no
37882,1,-1,-1,0,unknown,no
37883,1,-1,-1,0,unknown,no
37884,1,-1,-1,0,unknown,no
37885,5,-1,-1,0,unknown,no
37886,1,-1,-1,0,unknown,no
37887,2,-1,-1,0,unknown,no
37888,1,-1,-1,0,unknown,no
37889,1,-1,-1,0,unknown,no
37890,1,-1,-1,0,unknown,no
37891,1,-1,-1,0,unknown,no
37892,1,-1,-1,0,unknown,no
37893,5,-1,-1,0,unknown,no
37894,7,-1,-1,0,unknown,no
37895,1,-1,-1,0,unknown,no
37896,2,-1,-1,0,unknown,no
37897,6,-1,-1,0,unknown,no
37898,14,-1,-1,0,unknown,no
37899,13,-1,-1,0,unknown,no
37900,11,-1,-1,0,unknown,no
37901,3,-1,-1,0,unknown,yes
37902,1,-1,-1,0,unknown,no
37903,1,-1,-1,0,unknown,no
37904,4,-1,-1,0,unknown,no
37905,1,-1,-1,0,unknown,no
37906,2,-1,-1,0,unknown,no
37907,1,-1,-1,0,unknown,no
37908,1,-1,-1,0,unknown,no
37909,4,-1,-1,0,unknown,no
37910,1,-1,-1,0,unknown,no
37911,1,-1,-1,0,unknown,no
37912,1,-1,-1,0,unknown,no
37913,1,-1,-1,0,unknown,no
37914,1,-1,-1,0,unknown,no
37915,1,-1,-1,0,unknown,no
37916,5,-1,-1,0,unknown,no
37917,1,-1,-1,0,unknown,no
37918,1,-1,-1,0,unknown,no
37919,1,-1,-1,0,unknown,no
37920,2,-1,-1,0,unknown,no
37921,3,-1,-1,0,unknown,no
37922,1,-1,-1,0,unknown,no
37923,1,-1,-1,0,unknown,no
37924,1,-1,-1,0,unknown,no
37925,3,-1,-1,0,unknown,no
37926,2,-1,-1,0,unknown,no
37927,1,-1,-1,0,unknown,no
37928,1,-1,-1,0,unknown,no
37929,6,-1,-1,0,unknown,no
37930,9,-1,-1,0,unknown,no
37931,1,-1,-1,0,unknown,no
37932,1,-1,-1,0,unknown,no
37933,1,-1,-1,0,unknown,no
37934,1,-1,-1,0,unknown,no
37935,1,-1,-1,0,unknown,no
37936,2,-1,-1,0,unknown,no
37937,2,-1,-1,0,unknown,yes
37938,7,-1,-1,0,unknown,no
37939,3,-1,-1,0,unknown,no
37940,2,-1,-1,0,unknown,no
37941,2,-1,-1,0,unknown,no
37942,2,-1,-1,0,unknown,no
37943,4,-1,-1,0,unknown,no
37944,6,-1,-1,0,unknown,no
37945,3,-1,-1,0,unknown,no
37946,3,-1,-1,0,unknown,no
37947,2,-1,-1,0,unknown,no
37948,2,-1,-1,0,unknown,no
37949,9,-1,-1,0,unknown,no
37950,3,-1,-1,0,unknown,no
37951,2,-1,-1,0,unknown,no
37952,2,-1,-1,0,unknown,no
37953,8,-1,-1,0,unknown,no
37954,3,-1,-1,0,unknown,no
37955,4,-1,-1,0,unknown,no
37956,17,-1,-1,0,unknown,no
37957,3,-1,-1,0,unknown,yes
37958,2,-1,-1,0,unknown,no
37959,2,-1,-1,0,unknown,no
37960,6,-1,-1,0,unknown,no
37961,3,-1,-1,0,unknown,no
37962,3,-1,-1,0,unknown,yes
37963,2,-1,-1,0,unknown,no
37964,3,-1,-1,0,unknown,no
37965,2,-1,-1,0,unknown,no
37966,2,-1,-1,0,unknown,no
37967,3,-1,-1,0,unknown,no
37968,2,-1,-1,0,unknown,no
37969,5,-1,-1,0,unknown,no
37970,2,-1,-1,0,unknown,no
37971,2,-1,-1,0,unknown,no
37972,6,-1,-1,0,unknown,no
37973,7,-1,-1,0,unknown,no
37974,3,-1,-1,0,unknown,no
37975,3,-1,-1,0,unknown,no
37976,2,-1,-1,0,unknown,no
37977,5,-1,-1,0,unknown,no
37978,2,-1,-1,0,unknown,no
37979,3,-1,-1,0,unknown,no
37980,3,-1,-1,0,unknown,no
37981,2,-1,-1,0,unknown,no
37982,3,-1,-1,0,unknown,no
37983,2,-1,-1,0,unknown,no
37984,2,-1,-1,0,unknown,no
37985,2,-1,-1,0,unknown,no
37986,3,-1,-1,0,unknown,no
37987,3,-1,-1,0,unknown,no
37988,2,-1,-1,0,unknown,no
37989,2,-1,-1,0,unknown,no
37990,2,-1,-1,0,unknown,no
37991,6,-1,-1,0,unknown,no
37992,2,-1,-1,0,unknown,no
37993,1,-1,-1,0,unknown,no
37994,4,-1,-1,0,unknown,no
37995,1,-1,-1,0,unknown,no
37996,1,-1,-1,0,unknown,no
37997,1,-1,-1,0,unknown,no
37998,1,-1,-1,0,unknown,no
37999,1,-1,-1,0,unknown,no
38000,2,-1,-1,0,unknown,no
38001,1,-1,-1,0,unknown,no
38002,4,-1,-1,0,unknown,no
38003,6,-1,-1,0,unknown,no
38004,5,-1,-1,0,unknown,no
38005,2,-1,-1,0,unknown,no
38006,2,-1,-1,0,unknown,no
38007,2,-1,-1,0,unknown,no
38008,1,-1,-1,0,unknown,no
38009,1,-1,-1,0,unknown,no
38010,1,-1,-1,0,unknown,no
38011,1,-1,-1,0,unknown,no
38012,2,-1,-1,0,unknown,no
38013,2,-1,-1,0,unknown,no
38014,2,-1,-1,0,unknown,no
38015,3,-1,-1,0,unknown,no
38016,1,-1,-1,0,unknown,yes
38017,1,-1,-1,0,unknown,no
38018,2,-1,-1,0,unknown,no
38019,2,-1,-1,0,unknown,no
38020,1,-1,-1,0,unknown,no
38021,3,-1,-1,0,unknown,yes
38022,2,-1,-1,0,unknown,no
38023,3,-1,-1,0,unknown,no
38024,2,-1,-1,0,unknown,no
38025,4,-1,-1,0,unknown,no
38026,1,-1,-1,0,unknown,no
38027,1,-1,-1,0,unknown,no
38028,1,-1,-1,0,unknown,no
38029,1,-1,-1,0,unknown,no
38030,1,-1,-1,0,unknown,no
38031,1,-1,-1,0,unknown,no
38032,2,-1,-1,0,unknown,no
38033,2,-1,-1,0,unknown,no
38034,1,-1,-1,0,unknown,no
38035,1,-1,-1,0,unknown,no
38036,1,-1,-1,0,unknown,no
38037,2,-1,-1,0,unknown,no
38038,1,-1,-1,0,unknown,no
38039,5,-1,-1,0,unknown,no
38040,1,-1,-1,0,unknown,no
38041,1,-1,-1,0,unknown,no
38042,2,-1,-1,0,unknown,no
38043,5,-1,-1,0,unknown,no
38044,2,-1,-1,0,unknown,no
38045,2,-1,-1,0,unknown,no
38046,1,-1,-1,0,unknown,yes
38047,2,-1,-1,0,unknown,no
38048,1,-1,-1,0,unknown,no
38049,1,-1,-1,0,unknown,no
38050,3,-1,-1,0,unknown,no
38051,3,-1,-1,0,unknown,no
38052,5,-1,-1,0,unknown,no
38053,5,-1,-1,0,unknown,no
38054,2,-1,-1,0,unknown,no
38055,2,-1,-1,0,unknown,yes
38056,3,-1,-1,0,unknown,no
38057,7,-1,-1,0,unknown,no
38058,10,-1,-1,0,unknown,no
38059,3,-1,-1,0,unknown,no
38060,1,-1,-1,0,unknown,no
38061,1,-1,-1,0,unknown,yes
38062,5,-1,-1,0,unknown,no
38063,1,-1,-1,0,unknown,no
38064,1,-1,-1,0,unknown,yes
38065,2,-1,-1,0,unknown,no
38066,7,-1,-1,0,unknown,no
38067,1,-1,-1,0,unknown,no
38068,1,-1,-1,0,unknown,no
38069,6,-1,-1,0,unknown,no
38070,1,-1,-1,0,unknown,no
38071,1,-1,-1,0,unknown,no
38072,1,-1,-1,0,unknown,no
38073,1,-1,-1,0,unknown,no
38074,1,-1,-1,0,unknown,no
38075,1,-1,-1,0,unknown,no
38076,1,-1,-1,0,unknown,no
38077,1,-1,-1,0,unknown,no
38078,1,-1,-1,0,unknown,no
38079,1,-1,-1,0,unknown,no
38080,1,-1,-1,0,unknown,no
38081,1,-1,-1,0,unknown,no
38082,1,-1,-1,0,unknown,no
38083,1,-1,-1,0,unknown,no
38084,1,-1,-1,0,unknown,no
38085,1,-1,-1,0,unknown,no
38086,1,-1,-1,0,unknown,no
38087,1,-1,-1,0,unknown,no
38088,1,-1,-1,0,unknown,no
38089,1,-1,-1,0,unknown,no
38090,1,-1,-1,0,unknown,no
38091,1,-1,-1,0,unknown,no
38092,1,-1,-1,0,unknown,no
38093,1,-1,-1,0,unknown,no
38094,1,-1,-1,0,unknown,no
38095,1,-1,-1,0,unknown,no
38096,1,-1,-1,0,unknown,no
38097,1,-1,-1,0,unknown,no
38098,1,-1,-1,0,unknown,no
38099,4,-1,-1,0,unknown,no
38100,1,-1,-1,0,unknown,no
38101,4,-1,-1,0,unknown,no
38102,2,-1,-1,0,unknown,no
38103,3,-1,-1,0,unknown,no
38104,2,-1,-1,0,unknown,no
38105,3,-1,-1,0,unknown,no
38106,2,-1,-1,0,unknown,no
38107,2,-1,-1,0,unknown,no
38108,5,-1,-1,0,unknown,no
38109,2,-1,-1,0,unknown,no
38110,3,-1,-1,0,unknown,no
38111,3,-1,-1,0,unknown,no
38112,6,-1,-1,0,unknown,no
38113,2,-1,-1,0,unknown,no
38114,4,-1,-1,0,unknown,no
38115,1,-1,-1,0,unknown,no
38116,2,-1,-1,0,unknown,no
38117,2,-1,-1,0,unknown,no
38118,3,-1,-1,0,unknown,no
38119,4,-1,-1,0,unknown,no
38120,6,-1,-1,0,unknown,no
38121,4,-1,-1,0,unknown,no
38122,9,-1,-1,0,unknown,no
38123,16,-1,-1,0,unknown,no
38124,4,-1,-1,0,unknown,no
38125,2,-1,-1,0,unknown,no
38126,5,-1,-1,0,unknown,no
38127,3,-1,-1,0,unknown,no
38128,3,-1,-1,0,unknown,no
38129,2,-1,-1,0,unknown,no
38130,7,-1,-1,0,unknown,no
38131,1,-1,-1,0,unknown,no
38132,1,-1,-1,0,unknown,no
38133,1,-1,-1,0,unknown,no
38134,6,-1,-1,0,unknown,no
38135,5,-1,-1,0,unknown,no
38136,2,-1,-1,0,unknown,no
38137,4,-1,-1,0,unknown,no
38138,3,-1,-1,0,unknown,no
38139,4,-1,-1,0,unknown,no
38140,7,-1,-1,0,unknown,no
38141,3,-1,-1,0,unknown,no
38142,7,-1,-1,0,unknown,no
38143,5,-1,-1,0,unknown,no
38144,3,-1,-1,0,unknown,no
38145,3,-1,-1,0,unknown,no
38146,2,-1,-1,0,unknown,no
38147,6,-1,-1,0,unknown,no
38148,3,-1,-1,0,unknown,no
38149,11,-1,-1,0,unknown,no
38150,7,-1,-1,0,unknown,no
38151,2,-1,-1,0,unknown,no
38152,2,-1,-1,0,unknown,no
38153,6,-1,-1,0,unknown,no
38154,4,-1,-1,0,unknown,no
38155,2,-1,-1,0,unknown,no
38156,2,-1,-1,0,unknown,yes
38157,1,-1,-1,0,unknown,no
38158,2,154,154,1,failure,no
38159,2,-1,-1,0,unknown,no
38160,1,-1,-1,0,unknown,no
38161,2,156,156,2,other,no
38162,2,-1,-1,0,unknown,no
38163,1,-1,-1,0,unknown,no
38164,1,-1,-1,0,unknown,no
38165,1,-1,-1,0,unknown,no
38166,2,-1,-1,0,unknown,yes
38167,3,-1,-1,0,unknown,no
38168,1,-1,-1,0,unknown,yes
38169,1,-1,-1,0,unknown,no
38170,2,-1,-1,0,unknown,no
38171,1,-1,-1,0,unknown,no
38172,1,-1,-1,0,unknown,no
38173,1,-1,-1,0,unknown,no
38174,1,-1,-1,0,unknown,no
38175,1,-1,-1,0,unknown,no
38176,1,-1,-1,0,unknown,no
38177,2,-1,-1,0,unknown,no
38178,2,-1,-1,0,unknown,no
38179,2,92,92,4,failure,no
38180,1,-1,-1,0,unknown,no
38181,1,-1,-1,0,unknown,yes
38182,2,-1,-1,0,unknown,no
38183,2,100,100,6,other,no
38184,1,-1,-1,0,unknown,no
38185,5,178,178,5,failure,no
38186,2,-1,-1,0,unknown,no
38187,1,-1,-1,0,unknown,no
38188,2,-1,-1,0,unknown,no
38189,3,-1,-1,0,unknown,yes
38190,2,164,164,2,failure,no
38191,2,189,189,1,failure,no
38192,1,-1,-1,0,unknown,no
38193,2,-1,-1,0,unknown,no
38194,2,-1,-1,0,unknown,no
38195,5,-1,-1,0,unknown,no
38196,1,-1,-1,0,unknown,no
38197,2,-1,-1,0,unknown,no
38198,2,-1,-1,0,unknown,no
38199,4,-1,-1,0,unknown,no
38200,1,-1,-1,0,unknown,no
38201,1,-1,-1,0,unknown,no
38202,6,-1,-1,0,unknown,no
38203,1,-1,-1,0,unknown,no
38204,4,-1,-1,0,unknown,no
38205,1,-1,-1,0,unknown,no
38206,2,-1,-1,0,unknown,no
38207,1,-1,-1,0,unknown,no
38208,2,-1,-1,0,unknown,no
38209,3,-1,-1,0,unknown,no
38210,2,-1,-1,0,unknown,no
38211,1,-1,-1,0,unknown,no
38212,2,-1,-1,0,unknown,no
38213,5,-1,-1,0,unknown,no
38214,1,-1,-1,0,unknown,no
38215,2,-1,-1,0,unknown,no
38216,1,-1,-1,0,unknown,no
38217,2,-1,-1,0,unknown,no
38218,3,-1,-1,0,unknown,no
38219,1,-1,-1,0,unknown,yes
38220,1,-1,-1,0,unknown,no
38221,3,139,139,6,failure,no
38222,7,153,153,4,failure,no
38223,5,-1,-1,0,unknown,no
38224,3,-1,-1,0,unknown,no
38225,3,149,149,4,failure,no
38226,4,-1,-1,0,unknown,no
38227,2,-1,-1,0,unknown,no
38228,2,-1,-1,0,unknown,no
38229,3,-1,-1,0,unknown,no
38230,1,118,118,1,other,no
38231,3,-1,-1,0,unknown,no
38232,1,-1,-1,0,unknown,no
38233,1,-1,-1,0,unknown,no
38234,5,177,177,3,failure,no
38235,1,-1,-1,0,unknown,no
38236,1,-1,-1,0,unknown,no
38237,1,-1,-1,0,unknown,no
38238,2,-1,-1,0,unknown,no
38239,1,-1,-1,0,unknown,no
38240,2,-1,-1,0,unknown,no
38241,3,-1,-1,0,unknown,no
38242,2,-1,-1,0,unknown,no
38243,1,-1,-1,0,unknown,no
38244,2,-1,-1,0,unknown,no
38245,1,-1,-1,0,unknown,yes
38246,1,-1,-1,0,unknown,yes
38247,1,-1,-1,0,unknown,no
38248,1,-1,-1,0,unknown,no
38249,1,-1,-1,0,unknown,no
38250,4,-1,-1,0,unknown,no
38251,1,-1,-1,0,unknown,no
38252,1,-1,-1,0,unknown,no
38253,1,-1,-1,0,unknown,no
38254,1,-1,-1,0,unknown,no
38255,1,-1,-1,0,unknown,yes
38256,1,-1,-1,0,unknown,no
38257,1,-1,-1,0,unknown,no
38258,1,-1,-1,0,unknown,no
38259,1,-1,-1,0,unknown,no
38260,1,104,104,1,failure,no
38261,2,149,149,3,failure,no
38262,2,-1,-1,0,unknown,no
38263,2,-1,-1,0,unknown,no
38264,2,-1,-1,0,unknown,no
38265,1,122,122,1,other,no
38266,1,-1,-1,0,unknown,no
38267,1,-1,-1,0,unknown,no
38268,2,-1,-1,0,unknown,no
38269,4,-1,-1,0,unknown,no
38270,2,-1,-1,0,unknown,no
38271,3,-1,-1,0,unknown,no
38272,2,-1,-1,0,unknown,yes
38273,3,-1,-1,0,unknown,no
38274,6,112,112,2,failure,no
38275,6,-1,-1,0,unknown,no
38276,3,-1,-1,0,unknown,no
38277,2,-1,-1,0,unknown,no
38278,4,98,98,4,other,no
38279,5,-1,-1,0,unknown,no
38280,2,-1,-1,0,unknown,no
38281,6,-1,-1,0,unknown,no
38282,5,-1,-1,0,unknown,no
38283,3,-1,-1,0,unknown,no
38284,2,112,112,2,other,no
38285,3,-1,-1,0,unknown,no
38286,3,-1,-1,0,unknown,no
38287,9,-1,-1,0,unknown,no
38288,3,-1,-1,0,unknown,yes
38289,4,-1,-1,0,unknown,yes
38290,6,113,113,13,other,no
38291,4,114,114,4,failure,no
38292,3,-1,-1,0,unknown,no
38293,3,-1,-1,0,unknown,no
38294,2,-1,-1,0,unknown,no
38295,3,133,133,1,failure,no
38296,2,-1,-1,0,unknown,no
38297,1,10,10,1,failure,yes
38298,1,-1,-1,0,unknown,no
38299,1,100,100,2,failure,no
38300,1,-1,-1,0,unknown,no
38301,1,-1,-1,0,unknown,no
38302,1,-1,-1,0,unknown,no
38303,1,-1,-1,0,unknown,no
38304,1,-1,-1,0,unknown,no
38305,1,-1,-1,0,unknown,yes
38306,1,-1,-1,0,unknown,no
38307,5,-1,-1,0,unknown,no
38308,1,-1,-1,0,unknown,no
38309,2,121,121,2,failure,no
38310,1,-1,-1,0,unknown,no
38311,2,-1,-1,0,unknown,no
38312,1,-1,-1,0,unknown,no
38313,2,-1,-1,0,unknown,no
38314,3,-1,-1,0,unknown,no
38315,2,-1,-1,0,unknown,no
38316,3,157,157,1,failure,no
38317,2,-1,-1,0,unknown,no
38318,7,-1,-1,0,unknown,no
38319,7,-1,-1,0,unknown,no
38320,2,-1,-1,0,unknown,no
38321,2,-1,-1,0,unknown,yes
38322,2,164,164,1,failure,no
38323,3,-1,-1,0,unknown,no
38324,1,-1,-1,0,unknown,no
38325,2,-1,-1,0,unknown,no
38326,2,-1,-1,0,unknown,no
38327,3,-1,-1,0,unknown,no
38328,2,-1,-1,0,unknown,no
38329,2,-1,-1,0,unknown,no
38330,3,104,104,3,failure,no
38331,2,-1,-1,0,unknown,no
38332,2,-1,-1,0,unknown,no
38333,4,-1,-1,0,unknown,no
38334,2,-1,-1,0,unknown,no
38335,3,-1,-1,0,unknown,no
38336,2,-1,-1,0,unknown,no
38337,2,-1,-1,0,unknown,no
38338,2,-1,-1,0,unknown,no
38339,2,-1,-1,0,unknown,no
38340,1,-1,-1,0,unknown,no
38341,1,-1,-1,0,unknown,no
38342,2,-1,-1,0,unknown,no
38343,1,-1,-1,0,unknown,no
38344,1,-1,-1,0,unknown,no
38345,1,-1,-1,0,unknown,no
38346,1,-1,-1,0,unknown,no
38347,1,-1,-1,0,unknown,no
38348,2,-1,-1,0,unknown,no
38349,1,-1,-1,0,unknown,no
38350,2,183,183,1,failure,no
38351,3,-1,-1,0,unknown,no
38352,2,-1,-1,0,unknown,no
38353,7,-1,-1,0,unknown,no
38354,2,135,135,1,failure,no
38355,4,-1,-1,0,unknown,no
38356,2,-1,-1,0,unknown,no
38357,3,-1,-1,0,unknown,no
38358,2,-1,-1,0,unknown,no
38359,2,185,185,4,failure,no
38360,2,-1,-1,0,unknown,no
38361,3,-1,-1,0,unknown,no
38362,2,-1,-1,0,unknown,no
38363,2,-1,-1,0,unknown,no
38364,2,-1,-1,0,unknown,no
38365,6,-1,-1,0,unknown,no
38366,3,-1,-1,0,unknown,no
38367,2,-1,-1,0,unknown,no
38368,3,-1,-1,0,unknown,no
38369,2,101,101,3,failure,no
38370,2,-1,-1,0,unknown,no
38371,3,-1,-1,0,unknown,yes
38372,2,-1,-1,0,unknown,no
38373,1,-1,-1,0,unknown,no
38374,1,-1,-1,0,unknown,no
38375,3,-1,-1,0,unknown,yes
38376,2,-1,-1,0,unknown,no
38377,2,-1,-1,0,unknown,no
38378,2,-1,-1,0,unknown,no
38379,5,-1,-1,0,unknown,no
38380,3,166,166,3,other,no
38381,3,-1,-1,0,unknown,no
38382,2,-1,-1,0,unknown,no
38383,2,-1,-1,0,unknown,no
38384,4,-1,-1,0,unknown,no
38385,4,-1,-1,0,unknown,no
38386,2,-1,-1,0,unknown,no
38387,3,133,133,3,failure,no
38388,3,-1,-1,0,unknown,no
38389,2,-1,-1,0,unknown,no
38390,3,-1,-1,0,unknown,no
38391,3,117,117,3,failure,no
38392,2,167,167,3,other,no
38393,5,-1,-1,0,unknown,no
38394,3,111,111,7,failure,no
38395,7,-1,-1,0,unknown,no
38396,3,-1,-1,0,unknown,no
38397,3,-1,-1,0,unknown,no
38398,4,-1,-1,0,unknown,no
38399,4,-1,-1,0,unknown,no
38400,3,99,99,5,failure,no
38401,3,-1,-1,0,unknown,no
38402,2,-1,-1,0,unknown,no
38403,2,-1,-1,0,unknown,no
38404,7,-1,-1,0,unknown,no
38405,6,-1,-1,0,unknown,no
38406,2,-1,-1,0,unknown,no
38407,2,106,106,2,success,no
38408,1,-1,-1,0,unknown,no
38409,3,-1,-1,0,unknown,no
38410,1,-1,-1,0,unknown,no
38411,3,-1,-1,0,unknown,no
38412,1,-1,-1,0,unknown,no
38413,5,171,171,2,failure,no
38414,1,-1,-1,0,unknown,no
38415,1,-1,-1,0,unknown,no
38416,1,-1,-1,0,unknown,no
38417,3,-1,-1,0,unknown,no
38418,2,-1,-1,0,unknown,no
38419,7,-1,-1,0,unknown,no
38420,3,-1,-1,0,unknown,no
38421,7,-1,-1,0,unknown,no
38422,6,-1,-1,0,unknown,no
38423,6,-1,-1,0,unknown,no
38424,3,-1,-1,0,unknown,no
38425,3,-1,-1,0,unknown,no
38426,2,147,147,4,failure,no
38427,3,-1,-1,0,unknown,no
38428,2,-1,-1,0,unknown,no
38429,3,-1,-1,0,unknown,no
38430,3,-1,-1,0,unknown,no
38431,2,-1,-1,0,unknown,no
38432,1,136,136,4,failure,no
38433,2,-1,-1,0,unknown,no
38434,2,121,121,2,success,no
38435,4,-1,-1,0,unknown,no
38436,3,-1,-1,0,unknown,no
38437,2,-1,-1,0,unknown,no
38438,3,-1,-1,0,unknown,no
38439,3,-1,-1,0,unknown,no
38440,2,-1,-1,0,unknown,no
38441,3,-1,-1,0,unknown,no
38442,2,-1,-1,0,unknown,no
38443,2,-1,-1,0,unknown,no
38444,3,-1,-1,0,unknown,no
38445,2,119,119,4,failure,no
38446,2,-1,-1,0,unknown,no
38447,1,-1,-1,0,unknown,no
38448,1,133,133,1,failure,no
38449,3,-1,-1,0,unknown,no
38450,2,-1,-1,0,unknown,no
38451,2,-1,-1,0,unknown,no
38452,1,113,113,1,failure,no
38453,2,-1,-1,0,unknown,yes
38454,1,127,127,5,failure,no
38455,2,152,152,5,failure,no
38456,1,-1,-1,0,unknown,no
38457,1,-1,-1,0,unknown,no
38458,2,-1,-1,0,unknown,no
38459,3,-1,-1,0,unknown,no
38460,2,-1,-1,0,unknown,no
38461,3,-1,-1,0,unknown,yes
38462,2,-1,-1,0,unknown,no
38463,2,-1,-1,0,unknown,no
38464,4,107,107,2,failure,no
38465,2,-1,-1,0,unknown,no
38466,2,153,153,1,failure,no
38467,3,-1,-1,0,unknown,no
38468,5,-1,-1,0,unknown,no
38469,3,-1,-1,0,unknown,no
38470,3,160,160,1,failure,no
38471,2,-1,-1,0,unknown,no
38472,5,-1,-1,0,unknown,no
38473,2,133,133,3,failure,no
38474,2,-1,-1,0,unknown,no
38475,2,-1,-1,0,unknown,no
38476,3,-1,-1,0,unknown,no
38477,2,-1,-1,0,unknown,yes
38478,3,-1,-1,0,unknown,no
38479,2,-1,-1,0,unknown,no
38480,3,-1,-1,0,unknown,no
38481,2,-1,-1,0,unknown,no
38482,5,-1,-1,0,unknown,no
38483,2,190,190,2,failure,no
38484,2,-1,-1,0,unknown,no
38485,1,-1,-1,0,unknown,yes
38486,1,-1,-1,0,unknown,no
38487,1,-1,-1,0,unknown,no
38488,1,-1,-1,0,unknown,no
38489,1,-1,-1,0,unknown,no
38490,1,-1,-1,0,unknown,no
38491,1,-1,-1,0,unknown,no
38492,2,-1,-1,0,unknown,no
38493,2,-1,-1,0,unknown,no
38494,1,-1,-1,0,unknown,no
38495,1,-1,-1,0,unknown,no
38496,2,-1,-1,0,unknown,no
38497,1,-1,-1,0,unknown,no
38498,2,-1,-1,0,unknown,no
38499,1,-1,-1,0,unknown,no
38500,6,-1,-1,0,unknown,no
38501,1,-1,-1,0,unknown,no
38502,1,-1,-1,0,unknown,no
38503,1,-1,-1,0,unknown,no
38504,1,-1,-1,0,unknown,no
38505,2,-1,-1,0,unknown,no
38506,1,-1,-1,0,unknown,no
38507,1,-1,-1,0,unknown,no
38508,1,-1,-1,0,unknown,no
38509,6,-1,-1,0,unknown,no
38510,2,-1,-1,0,unknown,no
38511,1,-1,-1,0,unknown,no
38512,2,-1,-1,0,unknown,no
38513,1,-1,-1,0,unknown,no
38514,2,-1,-1,0,unknown,no
38515,1,-1,-1,0,unknown,no
38516,2,136,136,3,failure,no
38517,1,122,122,2,failure,no
38518,1,167,167,1,failure,yes
38519,2,-1,-1,0,unknown,no
38520,1,-1,-1,0,unknown,no
38521,1,122,122,6,failure,no
38522,1,-1,-1,0,unknown,no
38523,1,-1,-1,0,unknown,no
38524,1,-1,-1,0,unknown,no
38525,1,-1,-1,0,unknown,no
38526,1,-1,-1,0,unknown,no
38527,3,-1,-1,0,unknown,no
38528,1,-1,-1,0,unknown,no
38529,1,-1,-1,0,unknown,no
38530,1,-1,-1,0,unknown,no
38531,2,184,184,1,failure,no
38532,1,-1,-1,0,unknown,no
38533,1,-1,-1,0,unknown,no
38534,2,-1,-1,0,unknown,no
38535,4,-1,-1,0,unknown,yes
38536,1,-1,-1,0,unknown,no
38537,2,129,129,4,failure,no
38538,1,-1,-1,0,unknown,no
38539,1,-1,-1,0,unknown,no
38540,1,-1,-1,0,unknown,no
