index,contact,day,month,duration
42734,cellular,11,aug,46.0
42735,cellular,11,aug,120.0
42736,cellular,11,aug,176.0
42737,cellular,8,aug,262.0
42738,cellular,8,aug,445.0
42739,cellular,8,aug,293.0
42740,cellular,8,aug,17.0
42741,cellular,8,aug,148.0
42742,cellular,8,aug,14.0
42743,cellular,8,aug,62.0
42744,cellular,8,aug,170.0
42745,cellular,8,aug,391.0
42746,cellular,11,aug,100.0
42747,cellular,8,aug,103.0
42748,cellular,8,aug,120.0
42749,cellular,8,aug,885.0
42750,cellular,8,aug,62.0
42751,cellular,8,aug,765.0
42752,cellular,8,aug,108.0
42753,cellular,8,aug,334.0
42754,cellular,8,aug,57.0
42755,cellular,8,aug,263.0
42756,cellular,8,aug,59.0
42757,cellular,8,aug,453.0
42758,cellular,11,aug,68.0
42759,telephone,11,aug,697.0
42760,cellular,11,aug,153.0
42761,cellular,11,aug,326.0
42762,cellular,11,aug,73.0
42763,cellular,11,aug,104.0
42764,cellular,11,aug,106.0
42765,cellular,11,aug,106.0
42766,cellular,11,aug,73.0
42767,cellular,11,aug,588.0
42768,cellular,11,aug,105.0
42769,cellular,11,aug,106.0
42770,cellular,11,aug,210.0
42771,cellular,11,aug,77.0
42772,cellular,11,aug,145.0
42773,cellular,11,aug,155.0
42774,cellular,11,aug,102.0
42775,cellular,11,aug,144.0
42776,cellular,11,aug,413.0
42777,cellular,11,aug,177.0
42778,cellular,11,aug,92.0
42779,cellular,11,aug,99.0
42780,cellular,11,aug,258.0
42781,cellular,11,aug,209.0
42782,cellular,11,aug,67.0
42783,cellular,11,aug,716.0
42784,cellular,11,aug,70.0
42785,cellular,8,aug,521.0
42786,cellular,8,aug,192.0
42787,cellular,8,aug,107.0
42788,cellular,7,aug,534.0
42789,cellular,7,aug,93.0
42790,cellular,7,aug,152.0
42791,telephone,7,aug,35.0
42792,cellular,7,aug,265.0
42793,cellular,7,aug,341.0
42794,cellular,7,aug,163.0
42795,cellular,7,aug,278.0
42796,cellular,7,aug,259.0
42797,cellular,7,aug,123.0
42798,cellular,7,aug,229.0
42799,cellular,7,aug,256.0
42800,cellular,7,aug,67.0
42801,cellular,7,aug,51.0
42802,cellular,7,aug,293.0
42803,cellular,7,aug,96.0
42804,cellular,7,aug,111.0
42805,cellular,7,aug,260.0
42806,cellular,7,aug,124.0
42807,cellular,7,aug,147.0
42808,cellular,7,aug,142.0
42809,cellular,7,aug,336.0
42810,cellular,7,aug,217.0
42811,cellular,7,aug,37.0
42812,telephone,7,aug,262.0
42813,cellular,7,aug,385.0
42814,cellular,7,aug,542.0
42815,cellular,7,aug,419.0
42816,cellular,7,aug,82.0
42817,cellular,8,aug,137.0
42818,cellular,8,aug,126.0
42819,cellular,8,aug,188.0
42820,telephone,8,aug,243.0
42821,cellular,8,aug,110.0
42822,cellular,8,aug,1306.0
42823,cellular,8,aug,138.0
42824,cellular,8,aug,82.0
42825,cellular,8,aug,121.0
42826,cellular,8,aug,175.0
42827,cellular,8,aug,193.0
42828,cellular,8,aug,108.0
42829,cellular,8,aug,129.0
42830,cellular,8,aug,73.0
42831,cellular,8,aug,231.0
42832,cellular,8,aug,174.0
42833,cellular,8,aug,94.0
42834,cellular,8,aug,88.0
42835,cellular,8,aug,117.0
42836,cellular,8,aug,152.0
42837,cellular,8,aug,201.0
42838,cellular,7,aug,218.0
42839,cellular,7,aug,229.0
42840,cellular,7,aug,448.0
42841,cellular,7,aug,124.0
42842,cellular,8,aug,117.0
42843,cellular,7,aug,20.0
42844,cellular,7,aug,131.0
42845,cellular,7,aug,101.0
42846,cellular,7,aug,133.0
42847,cellular,7,aug,108.0
42848,cellular,7,aug,163.0
42849,cellular,7,aug,122.0
42850,cellular,7,aug,352.0
42851,cellular,7,aug,314.0
42852,cellular,7,aug,145.0
42853,cellular,7,aug,76.0
42854,cellular,7,aug,152.0
42855,cellular,7,aug,182.0
42856,cellular,7,aug,95.0
42857,cellular,7,aug,159.0
42858,cellular,7,aug,238.0
42859,cellular,7,aug,44.0
42860,cellular,7,aug,3422.0
42861,cellular,7,aug,266.0
42862,cellular,7,aug,139.0
42863,cellular,7,aug,67.0
42864,cellular,7,aug,194.0
42865,cellular,7,aug,65.0
42866,cellular,7,aug,214.0
42867,cellular,7,aug,146.0
42868,cellular,7,aug,110.0
42869,cellular,7,aug,141.0
42870,cellular,7,aug,74.0
42871,cellular,7,aug,446.0
42872,cellular,7,aug,524.0
42873,cellular,7,aug,452.0
42874,cellular,7,aug,1934.0
42875,cellular,7,aug,181.0
42876,cellular,7,aug,520.0
42877,cellular,7,aug,126.0
42878,cellular,7,aug,895.0
42879,cellular,7,aug,642.0
42880,cellular,7,aug,248.0
42881,cellular,7,aug,235.0
42882,cellular,7,aug,876.0
42883,cellular,7,aug,235.0
42884,cellular,7,aug,162.0
42885,cellular,7,aug,184.0
42886,cellular,7,aug,
42887,cellular,7,aug,198.0
42888,cellular,7,aug,408.0
42889,cellular,7,aug,1182.0
42890,cellular,7,aug,105.0
42891,cellular,7,aug,481.0
42892,cellular,7,aug,670.0
42893,cellular,7,aug,126.0
42894,cellular,7,aug,201.0
42895,cellular,8,aug,130.0
42896,cellular,8,aug,61.0
42897,cellular,8,aug,50.0
42898,cellular,8,aug,124.0
42899,cellular,8,aug,235.0
42900,cellular,8,aug,89.0
42901,unknown,8,aug,317.0
42902,cellular,8,aug,124.0
42903,cellular,8,aug,387.0
42904,cellular,8,aug,156.0
42905,cellular,8,aug,88.0
42906,cellular,8,aug,324.0
42907,cellular,8,aug,112.0
42908,cellular,8,aug,34.0
42909,cellular,8,aug,121.0
42910,cellular,8,aug,124.0
42911,cellular,8,aug,80.0
42912,cellular,8,aug,233.0
42913,cellular,8,aug,385.0
42914,cellular,8,aug,66.0
42915,cellular,8,aug,104.0
42916,cellular,8,aug,353.0
42917,cellular,8,aug,31.0
42918,cellular,8,aug,230.0
42919,cellular,8,aug,111.0
42920,cellular,8,aug,150.0
42921,cellular,8,aug,472.0
42922,cellular,8,aug,249.0
42923,cellular,8,aug,254.0
42924,cellular,8,aug,420.0
42925,cellular,8,aug,104.0
42926,cellular,8,aug,209.0
42927,cellular,8,aug,200.0
42928,cellular,8,aug,111.0
42929,cellular,8,aug,417.0
42930,cellular,8,aug,103.0
42931,cellular,8,aug,248.0
42932,cellular,8,aug,167.0
42933,cellular,8,aug,363.0
42934,cellular,8,aug,433.0
42935,cellular,8,aug,348.0
42936,cellular,8,aug,109.0
42937,cellular,8,aug,177.0
42938,cellular,8,aug,224.0
42939,cellular,8,aug,321.0
42940,cellular,8,aug,108.0
42941,cellular,8,aug,523.0
42942,cellular,8,aug,391.0
42943,cellular,8,aug,70.0
42944,cellular,8,aug,94.0
42945,cellular,8,aug,112.0
42946,cellular,8,aug,138.0
42947,cellular,8,aug,809.0
42948,cellular,8,aug,512.0
42949,cellular,8,aug,109.0
42950,cellular,8,aug,45.0
42951,cellular,8,aug,183.0
42952,cellular,8,aug,114.0
42953,cellular,8,aug,161.0
42954,cellular,8,aug,85.0
42955,cellular,8,aug,49.0
42956,cellular,8,aug,163.0
42957,cellular,8,aug,243.0
42958,cellular,8,aug,92.0
42959,cellular,8,aug,106.0
42960,cellular,8,aug,102.0
42961,cellular,8,aug,205.0
42962,cellular,8,aug,94.0
42963,cellular,8,aug,169.0
42964,cellular,8,aug,161.0
42965,cellular,8,aug,31.0
42966,cellular,8,aug,151.0
42967,cellular,8,aug,82.0
42968,cellular,8,aug,299.0
42969,cellular,8,aug,442.0
42970,cellular,8,aug,282.0
42971,cellular,8,aug,133.0
42972,cellular,8,aug,207.0
42973,cellular,8,aug,50.0
42974,cellular,8,aug,161.0
42975,cellular,8,aug,130.0
42976,cellular,8,aug,550.0
42977,cellular,8,aug,52.0
42978,cellular,8,aug,75.0
42979,cellular,8,aug,215.0
42980,cellular,8,aug,75.0
42981,cellular,8,aug,118.0
42982,cellular,8,aug,265.0
42983,cellular,8,aug,172.0
42984,cellular,8,aug,784.0
42985,cellular,8,aug,118.0
42986,cellular,8,aug,84.0
42987,cellular,8,aug,197.0
42988,cellular,8,aug,507.0
42989,cellular,8,aug,151.0
42990,cellular,8,aug,198.0
42991,cellular,8,aug,169.0
42992,telephone,8,aug,53.0
42993,cellular,8,aug,172.0
42994,cellular,8,aug,75.0
42995,cellular,8,aug,112.0
42996,cellular,8,aug,175.0
42997,cellular,8,aug,994.0
42998,cellular,8,aug,97.0
42999,cellular,8,aug,109.0
43000,cellular,8,aug,241.0
43001,cellular,8,aug,150.0
43002,cellular,8,aug,261.0
43003,cellular,8,aug,87.0
43004,cellular,8,aug,191.0
43005,cellular,11,aug,104.0
43006,cellular,11,aug,273.0
43007,cellular,13,aug,89.0
43008,cellular,12,aug,111.0
43009,cellular,12,aug,312.0
43010,cellular,12,aug,384.0
43011,cellular,12,aug,84.0
43012,cellular,12,aug,108.0
43013,cellular,12,aug,64.0
43014,cellular,12,aug,56.0
43015,cellular,12,aug,150.0
43016,cellular,12,aug,152.0
43017,cellular,12,aug,119.0
43018,cellular,12,aug,436.0
43019,cellular,12,aug,171.0
43020,cellular,12,aug,197.0
43021,cellular,12,aug,231.0
43022,cellular,12,aug,80.0
43023,cellular,12,aug,238.0
43024,cellular,12,aug,61.0
43025,cellular,12,aug,254.0
43026,cellular,12,aug,73.0
43027,cellular,12,aug,252.0
43028,cellular,12,aug,217.0
43029,cellular,12,aug,439.0
43030,cellular,12,aug,109.0
43031,cellular,12,aug,66.0
43032,cellular,12,aug,603.0
43033,cellular,12,aug,144.0
43034,cellular,12,aug,163.0
43035,cellular,11,aug,70.0
43036,cellular,12,aug,884.0
43037,cellular,12,aug,587.0
43038,cellular,12,aug,355.0
43039,cellular,12,aug,121.0
43040,cellular,12,aug,117.0
43041,cellular,12,aug,926.0
43042,cellular,12,aug,72.0
43043,cellular,12,aug,127.0
43044,cellular,12,aug,193.0
43045,cellular,12,aug,297.0
43046,cellular,12,aug,149.0
43047,cellular,12,aug,1650.0
43048,cellular,12,aug,104.0
43049,cellular,12,aug,121.0
43050,cellular,12,aug,398.0
43051,cellular,12,aug,536.0
43052,cellular,12,aug,91.0
43053,cellular,12,aug,76.0
43054,cellular,12,aug,92.0
43055,cellular,12,aug,1181.0
43056,cellular,12,aug,433.0
43057,cellular,12,aug,191.0
43058,cellular,12,aug,234.0
43059,cellular,12,aug,201.0
43060,cellular,12,aug,106.0
43061,cellular,12,aug,130.0
43062,cellular,12,aug,126.0
43063,cellular,12,aug,105.0
43064,cellular,12,aug,181.0
43065,cellular,12,aug,63.0
43066,cellular,12,aug,213.0
43067,cellular,12,aug,250.0
43068,cellular,12,aug,63.0
43069,cellular,12,aug,365.0
43070,cellular,12,aug,95.0
43071,cellular,12,aug,126.0
43072,cellular,12,aug,52.0
43073,cellular,12,aug,122.0
43074,cellular,12,aug,117.0
43075,cellular,12,aug,106.0
43076,cellular,12,aug,237.0
43077,cellular,12,aug,137.0
43078,cellular,12,aug,234.0
43079,cellular,12,aug,96.0
43080,cellular,12,aug,138.0
43081,cellular,12,aug,1282.0
43082,cellular,12,aug,364.0
43083,cellular,12,aug,256.0
43084,cellular,12,aug,51.0
43085,cellular,12,aug,178.0
43086,cellular,12,aug,117.0
43087,cellular,12,aug,64.0
43088,cellular,12,aug,143.0
43089,cellular,12,aug,68.0
43090,cellular,12,aug,74.0
43091,cellular,12,aug,29.0
43092,cellular,12,aug,867.0
43093,cellular,12,aug,179.0
43094,cellular,12,aug,150.0
43095,cellular,12,aug,88.0
43096,cellular,12,aug,85.0
43097,cellular,12,aug,507.0
43098,cellular,12,aug,104.0
43099,cellular,12,aug,123.0
43100,cellular,12,aug,155.0
43101,cellular,12,aug,138.0
43102,cellular,12,aug,100.0
43103,cellular,12,aug,87.0
43104,cellular,12,aug,69.0
43105,cellular,12,aug,603.0
43106,cellular,12,aug,396.0
43107,cellular,12,aug,138.0
43108,cellular,12,aug,101.0
43109,cellular,12,aug,232.0
43110,cellular,12,aug,256.0
43111,cellular,12,aug,220.0
43112,cellular,12,aug,193.0
43113,cellular,12,aug,105.0
43114,cellular,12,aug,105.0
43115,cellular,12,aug,117.0
43116,cellular,12,aug,111.0
43117,cellular,12,aug,139.0
43118,cellular,12,aug,83.0
43119,cellular,12,aug,136.0
43120,cellular,13,aug,106.0
43121,cellular,13,aug,111.0
43122,cellular,13,aug,77.0
43123,cellular,12,aug,120.0
43124,cellular,12,aug,161.0
43125,cellular,12,aug,321.0
43126,cellular,12,aug,83.0
43127,cellular,12,aug,121.0
43128,cellular,12,aug,204.0
43129,cellular,12,aug,465.0
43130,cellular,12,aug,58.0
43131,cellular,12,aug,796.0
43132,cellular,12,aug,143.0
43133,cellular,12,aug,460.0
43134,cellular,12,aug,940.0
43135,cellular,12,aug,508.0
43136,cellular,12,aug,228.0
43137,cellular,12,aug,129.0
43138,cellular,12,aug,913.0
43139,cellular,12,aug,124.0
43140,cellular,12,aug,787.0
43141,cellular,12,aug,243.0
43142,cellular,12,aug,612.0
43143,cellular,12,aug,664.0
43144,cellular,13,aug,239.0
43145,cellular,13,aug,139.0
43146,cellular,13,aug,78.0
43147,cellular,13,aug,536.0
43148,cellular,13,aug,823.0
43149,cellular,13,aug,157.0
43150,cellular,13,aug,969.0
43151,cellular,13,aug,303.0
43152,cellular,13,aug,119.0
43153,telephone,13,aug,127.0
43154,cellular,13,aug,159.0
43155,cellular,13,aug,332.0
43156,cellular,13,aug,1842.0
43157,cellular,13,aug,109.0
43158,cellular,13,aug,78.0
43159,cellular,13,aug,336.0
43160,cellular,13,aug,186.0
43161,cellular,13,aug,132.0
43162,cellular,13,aug,189.0
43163,cellular,13,aug,77.0
43164,cellular,13,aug,244.0
43165,cellular,13,aug,69.0
43166,cellular,13,aug,176.0
43167,cellular,13,aug,317.0
43168,cellular,13,aug,206.0
43169,cellular,13,aug,224.0
43170,cellular,13,aug,295.0
43171,cellular,12,aug,222.0
43172,cellular,12,aug,409.0
43173,cellular,12,aug,632.0
43174,cellular,12,aug,142.0
43175,cellular,12,aug,127.0
43176,cellular,12,aug,453.0
43177,cellular,12,aug,174.0
43178,cellular,12,aug,1092.0
43179,cellular,12,aug,559.0
43180,cellular,12,aug,473.0
43181,cellular,12,aug,246.0
43182,cellular,12,aug,645.0
43183,cellular,12,aug,158.0
43184,cellular,12,aug,134.0
43185,cellular,12,aug,187.0
43186,cellular,12,aug,464.0
43187,cellular,12,aug,483.0
43188,cellular,12,aug,116.0
43189,cellular,12,aug,578.0
43190,cellular,12,aug,105.0
43191,cellular,12,aug,114.0
43192,cellular,12,aug,105.0
43193,cellular,12,aug,192.0
43194,cellular,12,aug,66.0
43195,cellular,12,aug,696.0
43196,cellular,12,aug,284.0
43197,cellular,12,aug,253.0
43198,cellular,12,aug,225.0
43199,telephone,12,aug,128.0
43200,cellular,12,aug,1344.0
43201,cellular,12,aug,127.0
43202,cellular,12,aug,218.0
43203,cellular,12,aug,
43204,cellular,12,aug,140.0
43205,cellular,12,aug,134.0
43206,cellular,12,aug,252.0
43207,cellular,12,aug,226.0
43208,cellular,12,aug,418.0
43209,cellular,12,aug,474.0
43210,cellular,12,aug,645.0
43211,cellular,12,aug,864.0
43212,cellular,12,aug,260.0
43213,cellular,12,aug,136.0
43214,cellular,12,aug,141.0
43215,cellular,12,aug,439.0
43216,cellular,12,aug,141.0
43217,cellular,12,aug,432.0
43218,cellular,12,aug,50.0
43219,cellular,12,aug,145.0
43220,cellular,12,aug,781.0
43221,cellular,12,aug,978.0
43222,cellular,12,aug,111.0
43223,cellular,12,aug,213.0
43224,cellular,12,aug,168.0
43225,cellular,12,aug,153.0
43226,cellular,12,aug,120.0
43227,cellular,12,aug,111.0
43228,cellular,12,aug,138.0
43229,cellular,11,aug,83.0
43230,cellular,11,aug,608.0
43231,cellular,11,aug,163.0
43232,cellular,11,aug,185.0
43233,cellular,11,aug,189.0
43234,cellular,11,aug,68.0
43235,cellular,11,aug,194.0
43236,cellular,11,aug,103.0
43237,cellular,11,aug,165.0
43238,cellular,11,aug,146.0
43239,cellular,11,aug,177.0
43240,cellular,11,aug,79.0
43241,cellular,11,aug,111.0
43242,cellular,11,aug,65.0
43243,cellular,11,aug,108.0
43244,cellular,11,aug,79.0
43245,cellular,11,aug,331.0
43246,cellular,11,aug,1099.0
43247,cellular,11,aug,104.0
43248,cellular,11,aug,247.0
43249,cellular,11,aug,36.0
43250,cellular,11,aug,104.0
43251,cellular,11,aug,917.0
43252,cellular,11,aug,176.0
43253,cellular,11,aug,102.0
43254,cellular,11,aug,214.0
43255,cellular,11,aug,33.0
43256,cellular,11,aug,105.0
43257,cellular,11,aug,121.0
43258,cellular,11,aug,176.0
43259,cellular,11,aug,121.0
43260,unknown,11,aug,93.0
43261,cellular,11,aug,383.0
43262,cellular,11,aug,382.0
43263,cellular,11,aug,149.0
43264,cellular,11,aug,1238.0
43265,cellular,11,aug,262.0
43266,cellular,11,aug,133.0
43267,cellular,11,aug,121.0
43268,cellular,11,aug,153.0
43269,cellular,11,aug,135.0
43270,cellular,11,aug,378.0
43271,cellular,11,aug,1141.0
43272,cellular,11,aug,69.0
43273,cellular,11,aug,63.0
43274,cellular,11,aug,120.0
43275,cellular,11,aug,370.0
43276,cellular,11,aug,317.0
43277,cellular,11,aug,182.0
43278,cellular,11,aug,566.0
43279,cellular,11,aug,211.0
43280,telephone,11,aug,80.0
43281,cellular,11,aug,53.0
43282,cellular,11,aug,225.0
43283,cellular,11,aug,246.0
43284,cellular,11,aug,246.0
43285,cellular,11,aug,230.0
43286,cellular,11,aug,168.0
43287,cellular,11,aug,316.0
43288,cellular,11,aug,545.0
43289,cellular,11,aug,250.0
43290,cellular,11,aug,53.0
43291,cellular,11,aug,309.0
43292,cellular,11,aug,356.0
43293,cellular,11,aug,160.0
43294,cellular,11,aug,139.0
43295,cellular,11,aug,155.0
43296,cellular,11,aug,149.0
43297,cellular,11,aug,591.0
43298,cellular,11,aug,86.0
43299,cellular,11,aug,119.0
43300,cellular,11,aug,79.0
43301,cellular,11,aug,97.0
43302,cellular,11,aug,217.0
43303,cellular,11,aug,170.0
43304,cellular,11,aug,72.0
43305,cellular,11,aug,116.0
43306,cellular,11,aug,237.0
43307,cellular,11,aug,97.0
43308,cellular,11,aug,71.0
43309,cellular,11,aug,72.0
43310,cellular,11,aug,204.0
43311,cellular,11,aug,61.0
43312,cellular,11,aug,52.0
43313,cellular,11,aug,699.0
43314,cellular,11,aug,152.0
43315,cellular,11,aug,601.0
43316,cellular,11,aug,51.0
43317,cellular,11,aug,139.0
43318,cellular,11,aug,96.0
43319,cellular,11,aug,140.0
43320,cellular,11,aug,144.0
43321,cellular,11,aug,610.0
43322,cellular,11,aug,1070.0
43323,cellular,11,aug,80.0
43324,cellular,11,aug,86.0
43325,cellular,11,aug,331.0
43326,cellular,11,aug,149.0
43327,cellular,11,aug,76.0
43328,cellular,11,aug,228.0
43329,cellular,11,aug,285.0
43330,cellular,11,aug,317.0
43331,cellular,11,aug,126.0
43332,cellular,11,aug,231.0
43333,cellular,11,aug,90.0
43334,cellular,11,aug,194.0
43335,cellular,11,aug,242.0
43336,cellular,11,aug,187.0
43337,cellular,11,aug,107.0
43338,cellular,12,aug,91.0
43339,cellular,11,aug,356.0
43340,cellular,12,aug,64.0
43341,cellular,12,aug,204.0
43342,cellular,12,aug,645.0
43343,cellular,12,aug,161.0
43344,cellular,12,aug,509.0
43345,cellular,12,aug,101.0
43346,cellular,12,aug,154.0
43347,cellular,12,aug,91.0
43348,cellular,11,aug,479.0
43349,cellular,11,aug,1015.0
43350,cellular,11,aug,159.0
43351,cellular,11,aug,566.0
43352,cellular,11,aug,481.0
43353,cellular,11,aug,342.0
43354,cellular,11,aug,48.0
43355,cellular,11,aug,85.0
43356,cellular,11,aug,1504.0
43357,cellular,11,aug,179.0
43358,cellular,11,aug,220.0
43359,cellular,11,aug,1080.0
43360,cellular,11,aug,270.0
43361,cellular,11,aug,164.0
43362,cellular,11,aug,295.0
43363,cellular,11,aug,101.0
43364,cellular,12,aug,506.0
43365,cellular,12,aug,80.0
43366,cellular,12,aug,219.0
43367,cellular,12,aug,96.0
43368,cellular,12,aug,81.0
43369,cellular,12,aug,76.0
43370,cellular,12,aug,1134.0
43371,cellular,12,aug,140.0
43372,cellular,12,aug,185.0
43373,cellular,12,aug,72.0
43374,cellular,12,aug,768.0
43375,cellular,12,aug,172.0
43376,cellular,12,aug,82.0
43377,cellular,12,aug,428.0
43378,cellular,12,aug,99.0
43379,cellular,12,aug,132.0
43380,cellular,12,aug,348.0
43381,cellular,12,aug,75.0
43382,cellular,12,aug,106.0
43383,cellular,12,aug,56.0
43384,cellular,12,aug,144.0
43385,cellular,12,aug,327.0
43386,cellular,12,aug,138.0
43387,cellular,12,aug,72.0
43388,cellular,12,aug,359.0
43389,cellular,12,aug,150.0
43390,cellular,12,aug,92.0
43391,cellular,11,aug,277.0
43392,cellular,11,aug,231.0
43393,cellular,11,aug,132.0
43394,cellular,11,aug,933.0
43395,cellular,11,aug,200.0
43396,cellular,11,aug,385.0
43397,cellular,11,aug,240.0
43398,cellular,11,aug,132.0
43399,cellular,11,aug,248.0
43400,cellular,11,aug,80.0
43401,cellular,11,aug,149.0
43402,cellular,11,aug,148.0
43403,cellular,11,aug,149.0
43404,cellular,11,aug,221.0
43405,cellular,11,aug,77.0
43406,cellular,11,aug,117.0
43407,cellular,11,aug,277.0
43408,cellular,11,aug,379.0
43409,cellular,11,aug,139.0
43410,cellular,11,aug,90.0
43411,cellular,11,aug,64.0
43412,cellular,11,aug,161.0
43413,cellular,11,aug,720.0
43414,cellular,11,aug,71.0
43415,cellular,11,aug,129.0
43416,cellular,11,aug,445.0
43417,cellular,11,aug,381.0
43418,cellular,11,aug,109.0
43419,cellular,11,aug,104.0
43420,cellular,11,aug,117.0
43421,cellular,11,aug,312.0
43422,cellular,11,aug,271.0
43423,cellular,11,aug,418.0
43424,cellular,11,aug,239.0
43425,cellular,11,aug,444.0
43426,cellular,11,aug,230.0
43427,cellular,11,aug,236.0
43428,cellular,11,aug,862.0
43429,cellular,11,aug,1242.0
43430,cellular,11,aug,94.0
43431,cellular,11,aug,57.0
43432,cellular,11,aug,339.0
43433,telephone,11,aug,133.0
43434,cellular,11,aug,268.0
43435,cellular,11,aug,95.0
43436,cellular,11,aug,663.0
43437,cellular,11,aug,304.0
43438,cellular,11,aug,101.0
43439,cellular,11,aug,72.0
43440,cellular,11,aug,345.0
43441,cellular,11,aug,108.0
43442,cellular,11,aug,67.0
43443,cellular,11,aug,485.0
43444,cellular,11,aug,1144.0
43445,cellular,11,aug,157.0
43446,cellular,20,aug,162.0
43447,cellular,20,aug,89.0
43448,cellular,29,aug,103.0
43449,cellular,27,aug,87.0
43450,cellular,27,aug,185.0
43451,cellular,27,aug,56.0
43452,cellular,27,aug,146.0
43453,cellular,27,aug,106.0
43454,cellular,27,aug,144.0
43455,cellular,27,aug,65.0
43456,cellular,27,aug,18.0
43457,cellular,27,aug,181.0
43458,cellular,27,aug,20.0
43459,cellular,27,aug,581.0
43460,cellular,27,aug,128.0
43461,cellular,27,aug,116.0
43462,cellular,27,aug,503.0
43463,cellular,27,aug,108.0
43464,cellular,27,aug,94.0
43465,cellular,27,aug,609.0
43466,cellular,27,aug,157.0
43467,cellular,27,aug,52.0
43468,cellular,27,aug,101.0
43469,cellular,27,aug,108.0
43470,cellular,27,aug,58.0
43471,cellular,27,aug,26.0
43472,cellular,26,aug,98.0
43473,cellular,26,aug,84.0
43474,cellular,27,aug,1033.0
43475,cellular,27,aug,95.0
43476,cellular,27,aug,43.0
43477,cellular,27,aug,153.0
43478,cellular,27,aug,191.0
43479,cellular,27,aug,49.0
43480,cellular,27,aug,223.0
43481,cellular,27,aug,519.0
43482,cellular,27,aug,76.0
43483,cellular,27,aug,147.0
43484,cellular,27,aug,39.0
43485,cellular,27,aug,181.0
43486,cellular,27,aug,199.0
43487,cellular,27,aug,156.0
43488,cellular,27,aug,672.0
43489,cellular,27,aug,68.0
43490,cellular,27,aug,87.0
43491,telephone,27,aug,39.0
43492,cellular,27,aug,136.0
43493,cellular,27,aug,130.0
43494,cellular,27,aug,1040.0
43495,cellular,27,aug,13.0
43496,cellular,27,aug,96.0
43497,cellular,27,aug,155.0
43498,cellular,27,aug,57.0
43499,cellular,27,aug,281.0
43500,cellular,27,aug,219.0
43501,cellular,27,aug,57.0
43502,cellular,26,aug,148.0
43503,cellular,26,aug,272.0
43504,cellular,26,aug,99.0
43505,cellular,26,aug,265.0
43506,cellular,26,aug,57.0
43507,cellular,26,aug,107.0
43508,cellular,26,aug,384.0
43509,cellular,26,aug,182.0
43510,cellular,26,aug,183.0
43511,cellular,26,aug,61.0
43512,cellular,26,aug,454.0
43513,cellular,26,aug,377.0
43514,cellular,26,aug,130.0
43515,cellular,26,aug,77.0
43516,cellular,26,aug,195.0
43517,cellular,26,aug,603.0
43518,telephone,26,aug,361.0
43519,cellular,26,aug,277.0
43520,cellular,26,aug,133.0
43521,cellular,26,aug,205.0
43522,cellular,26,aug,653.0
43523,cellular,26,aug,158.0
43524,cellular,26,aug,172.0
43525,cellular,26,aug,119.0
43526,cellular,26,aug,264.0
43527,cellular,26,aug,112.0
43528,cellular,26,aug,175.0
43529,cellular,26,aug,120.0
43530,cellular,26,aug,145.0
43531,cellular,26,aug,45.0
43532,cellular,26,aug,209.0
43533,cellular,26,aug,89.0
43534,cellular,26,aug,130.0
43535,cellular,26,aug,515.0
43536,cellular,26,aug,59.0
43537,cellular,26,aug,99.0
43538,cellular,26,aug,101.0
43539,cellular,26,aug,133.0
43540,cellular,26,aug,20.0
43541,cellular,26,aug,100.0
43542,cellular,26,aug,556.0
43543,cellular,26,aug,58.0
43544,cellular,26,aug,109.0
43545,cellular,26,aug,125.0
43546,cellular,26,aug,104.0
43547,cellular,26,aug,75.0
43548,cellular,26,aug,198.0
43549,cellular,26,aug,366.0
43550,telephone,26,aug,385.0
43551,cellular,26,aug,168.0
43552,cellular,26,aug,65.0
43553,cellular,26,aug,98.0
43554,cellular,26,aug,168.0
43555,cellular,26,aug,128.0
43556,cellular,26,aug,225.0
43557,cellular,27,aug,105.0
43558,cellular,27,aug,146.0
43559,cellular,27,aug,87.0
43560,cellular,27,aug,300.0
43561,cellular,27,aug,60.0
43562,cellular,27,aug,27.0
43563,cellular,27,aug,85.0
43564,cellular,27,aug,558.0
43565,cellular,27,aug,19.0
43566,cellular,27,aug,282.0
43567,cellular,27,aug,67.0
43568,cellular,27,aug,178.0
43569,cellular,27,aug,212.0
43570,cellular,27,aug,104.0
43571,cellular,27,aug,125.0
43572,cellular,27,aug,86.0
43573,cellular,27,aug,247.0
43574,cellular,27,aug,91.0
43575,telephone,27,aug,96.0
43576,cellular,27,aug,114.0
43577,cellular,27,aug,176.0
43578,telephone,27,aug,645.0
43579,cellular,27,aug,34.0
43580,cellular,27,aug,14.0
43581,cellular,27,aug,89.0
43582,cellular,27,aug,57.0
43583,cellular,27,aug,60.0
43584,cellular,27,aug,38.0
43585,cellular,27,aug,34.0
43586,cellular,27,aug,77.0
43587,cellular,27,aug,561.0
43588,cellular,27,aug,134.0
43589,cellular,27,aug,218.0
43590,cellular,27,aug,19.0
43591,cellular,27,aug,569.0
43592,cellular,27,aug,186.0
43593,cellular,27,aug,43.0
43594,cellular,27,aug,18.0
43595,cellular,27,aug,88.0
43596,cellular,27,aug,11.0
43597,cellular,27,aug,117.0
43598,cellular,27,aug,77.0
43599,cellular,27,aug,78.0
43600,cellular,27,aug,138.0
43601,cellular,27,aug,120.0
43602,cellular,27,aug,76.0
43603,cellular,27,aug,168.0
43604,cellular,27,aug,184.0
43605,cellular,27,aug,16.0
43606,cellular,27,aug,160.0
